0.4;30.986002
0.9;32.162
1.401;33.044003
1.9;33.82
2.4;34.994
2.899;35.68
3.4;36.562
3.917;37.73
4.416;38.413998
4.916;39.1
5.419;39.982002
5.917;40.276
6.417;41.544
6.933;42.128
7.433;42.226
7.934;43.205997
8.433;43.402
8.933;43.99
9.434;44.676
9.932;44.772
10.433;45.452
10.95;45.842
11.449;46.135998
11.951;46.822
12.449;46.92
12.95;47.41
13.45;47.802
13.95;47.704
14.466;48.292
14.967;48.684002
15.466;48.684002
15.967;49.362
16.466;49.074
16.967;49.654003
17.466;50.144
17.982;49.654003
18.482;50.34
18.982;50.046
19.483;50.536003
19.983;50.928
20.483;50.536003
20.984;51.124004
21.5;50.928
22.001;51.124004
22.501;51.32
23.0;51.026
23.499;51.516
24.001;51.711998
24.499;51.516
25.001;51.908
25.517;51.614002
26.017;51.809998
26.516;52.006
27.016;51.418
27.517;52.006
28.016;51.908
28.516;51.908
29.034;52.202003
29.535;51.809998
30.033;52.3
30.534;52.104004
31.035;51.810005
31.534;51.614002
32.035;50.732002
