0.402;30.4
0.902;31.574001
1.4;31.965998
1.902;33.140003
2.402;34.016
2.901;34.798
3.417;35.68
3.919;36.072
4.417;37.148003
4.917;38.022
5.417;38.609997
5.919;39.59
6.417;40.08
6.934;41.058002
7.435;41.544
7.934;41.932
8.435;42.911995
8.934;43.205997
9.434;43.794
9.934;44.284
10.434;44.382
10.951;44.872
11.45;45.258
11.951;45.646004
12.452;46.135998
12.951;46.233997
13.451;46.822
13.951;46.528
14.468;47.312004
14.968;47.409996
15.467;47.41
15.968;47.801994
16.469;47.9
16.969;48.586002
17.468;48.488
17.985;48.778
18.485;49.072
18.984;48.782
19.486;49.168003
19.985;49.364002
20.486;49.364002
20.985;49.752
21.501;49.458
22.003;49.752003
22.502;50.046
23.001;50.143997
23.502;50.34
24.008;49.95
24.509;50.732002
25.007;50.438
25.508;50.83
26.008;50.928
26.524;51.026
27.026;51.32
27.525;51.124
28.026;51.614002
28.525;51.222004
29.025;51.614002
29.524;51.516003
30.041;51.516003
30.541;52.104004
31.041;51.711998
31.541;52.398003
32.041;52.3
32.541;52.103996
33.042;52.201996
33.557;51.026
34.059;50.928
